Feb 26 18:13:46 cs219-laptop kernel: [ 1478.769628] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 1, tx_rate: 54M, loss ratio: 0, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.535401] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 186800, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.540480] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 186880, tx_rate: 54M, loss ratio: 6, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.551840] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 186960, tx_rate: 54M, loss ratio: 6, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.556352] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187040, tx_rate: 48M, loss ratio: 18, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.566659] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187120, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.571471] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187200, tx_rate: 54M, loss ratio: 8, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.578292] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187280, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.583243] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187360, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.591727] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187440, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.609351] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187520, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.614214] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187600, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:18:50 cs219-laptop kernel: [ 1499.623892] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187680, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.629050] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187760, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.639714] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187840, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.644581] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 187920, tx_rate: 54M, loss ratio: 6, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.649843] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188000, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.654736] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188080, tx_rate: 54M, loss ratio: 3, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.661788] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188160, tx_rate: 48M, loss ratio: 17, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.666033] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188240, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.670146] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188320, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.681490] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188400, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.687158] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188480, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.696137] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188560, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.703695] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188640, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:18:51 cs219-laptop kernel: [ 1499.708219] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188720, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:52 cs219-laptop kernel: [ 1499.715021] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188800, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:18:52 cs219-laptop kernel: [ 1499.720472] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188880, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:18:52 cs219-laptop kernel: [ 1499.725530] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 188960, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:18:52 cs219-laptop kernel: [ 1499.730188] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189040, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:52 cs219-laptop kernel: [ 1499.739332] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189120, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:18:52 cs219-laptop kernel: [ 1499.744863] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189200, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:18:52 cs219-laptop kernel: [ 1499.755624] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189280, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:18:52 cs219-laptop kernel: [ 1499.760648] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189360, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:18:52 cs219-laptop kernel: [ 1499.765110] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189440, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:18:53 cs219-laptop kernel: [ 1499.772904] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189520, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:18:53 cs219-laptop kernel: [ 1499.778771] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189600, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:18:53 cs219-laptop kernel: [ 1499.783925] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189680, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:18:53 cs219-laptop kernel: [ 1499.792226] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189760, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:18:53 cs219-laptop kernel: [ 1499.797698] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189840, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:18:53 cs219-laptop kernel: [ 1499.805295] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 189920, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:18:53 cs219-laptop kernel: [ 1499.810257] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190000, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:53 cs219-laptop kernel: [ 1499.815652] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190080, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:53 cs219-laptop kernel: [ 1499.825022] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190160, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:53 cs219-laptop kernel: [ 1499.829659] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190240, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:18:53 cs219-laptop kernel: [ 1499.835045] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190320, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:18:54 cs219-laptop kernel: [ 1499.840017] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190400, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:18:54 cs219-laptop kernel: [ 1499.849034] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190480, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:18:54 cs219-laptop kernel: [ 1499.853996] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190560, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:18:54 cs219-laptop kernel: [ 1499.864727] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190640, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:18:54 cs219-laptop kernel: [ 1499.874093] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190720, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:18:54 cs219-laptop kernel: [ 1499.879807] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190800, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:18:54 cs219-laptop kernel: [ 1499.888881] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190880, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:18:54 cs219-laptop kernel: [ 1499.905628] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 190960, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:18:54 cs219-laptop kernel: [ 1499.911707] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191040, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:18:55 cs219-laptop kernel: [ 1499.934943] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191120, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:55 cs219-laptop kernel: [ 1499.940746] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191200, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:55 cs219-laptop kernel: [ 1499.946049] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191280, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:18:55 cs219-laptop kernel: [ 1499.951097] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191360, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:18:55 cs219-laptop kernel: [ 1499.962793] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191440, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:18:55 cs219-laptop kernel: [ 1499.968570] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191520, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:18:55 cs219-laptop kernel: [ 1499.972964] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191600, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:55 cs219-laptop kernel: [ 1499.983688] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191680, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:18:55 cs219-laptop kernel: [ 1499.990216] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191760, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:55 cs219-laptop kernel: [ 1500.002217] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191840, tx_rate: 54M, loss ratio: 8, window size: 80
Feb 26 18:18:55 cs219-laptop kernel: [ 1500.006931] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 191920, tx_rate: 54M, loss ratio: 8, window size: 80
Feb 26 18:18:56 cs219-laptop kernel: [ 1500.011655] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192000, tx_rate: 54M, loss ratio: 8, window size: 80
Feb 26 18:18:56 cs219-laptop kernel: [ 1500.018452] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192080, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:18:56 cs219-laptop kernel: [ 1500.027773] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192160, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:18:56 cs219-laptop kernel: [ 1500.032888] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192240, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:18:56 cs219-laptop kernel: [ 1500.037739] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192320, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:18:56 cs219-laptop kernel: [ 1500.041993] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192400, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:56 cs219-laptop kernel: [ 1500.057121] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192480, tx_rate: 54M, loss ratio: 9, window size: 80
Feb 26 18:18:56 cs219-laptop kernel: [ 1500.062436] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192560, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:56 cs219-laptop kernel: [ 1500.067328] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192640, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:18:56 cs219-laptop kernel: [ 1500.083737] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192720, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:56 cs219-laptop kernel: [ 1500.096687] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192800, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.102549] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192880, tx_rate: 48M, loss ratio: 19, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.107540] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 192960, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.112482] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193040, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.120195] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193120, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.126979] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193200, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.131216] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193280, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.138916] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193360, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.148608] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193440, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.154226] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193520, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.164620] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193600, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.169001] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193680, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:57 cs219-laptop kernel: [ 1500.173226] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193760, tx_rate: 54M, loss ratio: 6, window size: 80
Feb 26 18:18:58 cs219-laptop kernel: [ 1500.183578] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193840, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:18:58 cs219-laptop kernel: [ 1500.187615] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 193920, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:18:58 cs219-laptop kernel: [ 1500.193879] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194000, tx_rate: 48M, loss ratio: 20, window size: 80
Feb 26 18:18:58 cs219-laptop kernel: [ 1500.199467] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194080, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:18:58 cs219-laptop kernel: [ 1500.206620] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194160, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:58 cs219-laptop kernel: [ 1500.212990] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194240, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:18:58 cs219-laptop kernel: [ 1500.217556] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194320, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:18:58 cs219-laptop kernel: [ 1500.225118] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194400, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:58 cs219-laptop kernel: [ 1500.229863] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194480, tx_rate: 54M, loss ratio: 6, window size: 80
Feb 26 18:18:58 cs219-laptop kernel: [ 1500.239335] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194560, tx_rate: 54M, loss ratio: 8, window size: 80
Feb 26 18:18:58 cs219-laptop kernel: [ 1500.243940] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194640, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:18:59 cs219-laptop kernel: [ 1500.255061] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194720, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:18:59 cs219-laptop kernel: [ 1500.260520] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194800, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:59 cs219-laptop kernel: [ 1500.266023] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194880, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:18:59 cs219-laptop kernel: [ 1500.277295] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 194960, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:18:59 cs219-laptop kernel: [ 1500.289385] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195040, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:18:59 cs219-laptop kernel: [ 1500.295942] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195120, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:18:59 cs219-laptop kernel: [ 1500.300807] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195200, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:18:59 cs219-laptop kernel: [ 1500.307028] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195280, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:18:59 cs219-laptop kernel: [ 1500.312446] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195360, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:18:59 cs219-laptop kernel: [ 1500.326181] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195440, tx_rate: 54M, loss ratio: 2, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.335263] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195520, tx_rate: 54M, loss ratio: 9, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.346792] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195600, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.352137] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195680, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.358947] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195760, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.368231] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195840, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.373061] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 195920, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.379160] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196000, tx_rate: 54M, loss ratio: 6, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.384022] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196080, tx_rate: 54M, loss ratio: 9, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.392507] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196160, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.399577] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196240, tx_rate: 54M, loss ratio: 3, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.414363] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196320, tx_rate: 54M, loss ratio: 3, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.419592] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196400, tx_rate: 54M, loss ratio: 6, window size: 80
Feb 26 18:19:00 cs219-laptop kernel: [ 1500.429131] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196480, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:01 cs219-laptop kernel: [ 1500.435717] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196560, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:19:01 cs219-laptop kernel: [ 1500.441739] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196640, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:01 cs219-laptop kernel: [ 1500.447282] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196720, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:01 cs219-laptop kernel: [ 1500.453763] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196800, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:19:01 cs219-laptop kernel: [ 1500.458509] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196880, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:19:01 cs219-laptop kernel: [ 1500.463867] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 196960, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:01 cs219-laptop kernel: [ 1500.475284] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197040, tx_rate: 48M, loss ratio: 16, window size: 80
Feb 26 18:19:01 cs219-laptop kernel: [ 1500.479936] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197120, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:01 cs219-laptop kernel: [ 1500.485927] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197200, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:19:01 cs219-laptop kernel: [ 1500.492707] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197280, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.497405] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197360, tx_rate: 48M, loss ratio: 14, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.507587] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197440, tx_rate: 48M, loss ratio: 10, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.511916] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197520, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.521884] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197600, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.527006] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197680, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.532320] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197760, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.537443] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197840, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.547300] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 197920, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.551856] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198000, tx_rate: 48M, loss ratio: 15, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.561744] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198080, tx_rate: 48M, loss ratio: 9, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.577692] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198160, tx_rate: 48M, loss ratio: 8, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.582589] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198240, tx_rate: 48M, loss ratio: 18, window size: 80
Feb 26 18:19:02 cs219-laptop kernel: [ 1500.589801] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198320, tx_rate: 48M, loss ratio: 6, window size: 80
Feb 26 18:19:03 cs219-laptop kernel: [ 1500.594639] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198400, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:19:03 cs219-laptop kernel: [ 1500.599883] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198480, tx_rate: 48M, loss ratio: 17, window size: 80
Feb 26 18:19:03 cs219-laptop kernel: [ 1500.607829] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198560, tx_rate: 48M, loss ratio: 11, window size: 80
Feb 26 18:19:03 cs219-laptop kernel: [ 1500.611875] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198640, tx_rate: 48M, loss ratio: 13, window size: 80
Feb 26 18:19:03 cs219-laptop kernel: [ 1500.623666] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198720, tx_rate: 48M, loss ratio: 5, window size: 80
Feb 26 18:19:03 cs219-laptop kernel: [ 1500.629097] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198800, tx_rate: 48M, loss ratio: 12, window size: 80
Feb 26 18:19:03 cs219-laptop kernel: [ 1500.635127] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198880, tx_rate: 48M, loss ratio: 17, window size: 80
Feb 26 18:19:03 cs219-laptop kernel: [ 1500.643178] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 198960, tx_rate: 54M, loss ratio: 2, window size: 80
Feb 26 18:19:03 cs219-laptop kernel: [ 1500.647753] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 199040, tx_rate: 54M, loss ratio: 4, window size: 80
Feb 26 18:19:03 cs219-laptop kernel: [ 1500.655419] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 199120, tx_rate: 54M, loss ratio: 5, window size: 80
Feb 26 18:19:03 cs219-laptop kernel: [ 1500.661595] rraa_mod: 06:20:a6:57:ff:32 : tx_count: 199200, tx_rate: 54M, loss ratio: 8, window size: 80
